Record Date,Federal Tax Deposit Type,Federal Tax Deposit Type Description,Federal Tax Deposits Today,Federal Tax Deposits Month to Date,Federal Tax Deposits Fiscal Year to Date,Table Number,Table Name,Sub Table Name,Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2022-08-31,Cash Federal Tax Deposits,Direct,47,2662,31585,IV,Federal Tax Deposits,Classification,9,2022,4,2022,3,08,31
2022-08-31,Cash Federal Tax Deposits,Through Depositaries,12453,264381,3698754,IV,Federal Tax Deposits,Classification,10,2022,4,2022,3,08,31
2022-08-31,Inter-agency Transfers,null,49,10078,113036,IV,Federal Tax Deposits,Classification,12,2022,4,2022,3,08,31
2022-08-30,Withheld Income and Employment Taxes,null,2728,241684,2863855,IV,Federal Tax Deposits,Classification,1,2022,4,2022,3,08,30
2022-08-30,Individual Income Taxes,null,399,7560,525833,IV,Federal Tax Deposits,Classification,2,2022,4,2022,3,08,30
2022-08-30,Railroad Retirement Taxes,null,3,434,5570,IV,Federal Tax Deposits,Classification,3,2022,4,2022,3,08,30
2022-08-30,Excise Taxes,null,122,8308,77396,IV,Federal Tax Deposits,Classification,4,2022,4,2022,3,08,30
2022-08-30,Corporation Income Taxes,null,1004,5811,347205,IV,Federal Tax Deposits,Classification,5,2022,4,2022,3,08,30
2022-08-30,Federal Unemployment Taxes,null,1,623,7018,IV,Federal Tax Deposits,Classification,6,2022,4,2022,3,08,30
2022-08-30,Estate and Gift Taxes & Misc IRS Rcpts.,null,5,151,3948,IV,Federal Tax Deposits,Classification,7,2022,4,2022,3,08,30
2022-08-30,Cash Federal Tax Deposits,Direct,37,2616,31538,IV,Federal Tax Deposits,Classification,9,2022,4,2022,3,08,30
2022-08-30,Cash Federal Tax Deposits,Through Depositaries,3863,251928,3686301,IV,Federal Tax Deposits,Classification,10,2022,4,2022,3,08,30
2022-08-30,Inter-agency Transfers,null,362,10029,112987,IV,Federal Tax Deposits,Classification,12,2022,4,2022,3,08,30
2022-08-29,Withheld Income and Employment Taxes,null,18902,238956,2861128,IV,Federal Tax Deposits,Classification,1,2022,4,2022,3,08,29
2022-08-29,Individual Income Taxes,null,550,7161,525434,IV,Federal Tax Deposits,Classification,2,2022,4,2022,3,08,29
2022-08-29,Railroad Retirement Taxes,null,36,431,5567,IV,Federal Tax Deposits,Classification,3,2022,4,2022,3,08,29
2022-08-29,Excise Taxes,null,2059,8186,77273,IV,Federal Tax Deposits,Classification,4,2022,4,2022,3,08,29
2022-08-29,Corporation Income Taxes,null,472,4808,346202,IV,Federal Tax Deposits,Classification,5,2022,4,2022,3,08,29
2022-08-29,Federal Unemployment Taxes,null,1,622,7017,IV,Federal Tax Deposits,Classification,6,2022,4,2022,3,08,29
2022-08-29,Estate and Gift Taxes & Misc IRS Rcpts.,null,1,147,3943,IV,Federal Tax Deposits,Classification,7,2022,4,2022,3,08,29
2022-08-29,Cash Federal Tax Deposits,Direct,626,2578,31501,IV,Federal Tax Deposits,Classification,9,2022,4,2022,3,08,29
2022-08-29,Cash Federal Tax Deposits,Through Depositaries,21371,248065,3682439,IV,Federal Tax Deposits,Classification,10,2022,4,2022,3,08,29
2022-08-29,Inter-agency Transfers,null,24,9666,112625,IV,Federal Tax Deposits,Classification,12,2022,4,2022,3,08,29
2022-08-26,Inter-agency Transfers,null,13,9642,112601,IV,Federal Tax Deposits,Classification,12,2022,4,2022,3,08,26
2022-08-26,Withheld Income and Employment Taxes,null,7606,220054,2842226,IV,Federal Tax Deposits,Classification,1,2022,4,2022,3,08,26
2022-08-26,Individual Income Taxes,null,338,6610,524883,IV,Federal Tax Deposits,Classification,2,2022,4,2022,3,08,26
2022-08-26,Railroad Retirement Taxes,null,55,395,5531,IV,Federal Tax Deposits,Classification,3,2022,4,2022,3,08,26
2022-08-26,Excise Taxes,null,509,6127,75214,IV,Federal Tax Deposits,Classification,4,2022,4,2022,3,08,26
2022-08-26,Corporation Income Taxes,null,154,4336,345730,IV,Federal Tax Deposits,Classification,5,2022,4,2022,3,08,26
2022-08-26,Federal Unemployment Taxes,null,2,620,7016,IV,Federal Tax Deposits,Classification,6,2022,4,2022,3,08,26
2022-08-26,Estate and Gift Taxes & Misc IRS Rcpts.,null,3,146,3943,IV,Federal Tax Deposits,Classification,7,2022,4,2022,3,08,26
2022-08-26,Cash Federal Tax Deposits,Direct,103,1952,30874,IV,Federal Tax Deposits,Classification,9,2022,4,2022,3,08,26
2022-08-26,Cash Federal Tax Deposits,Through Depositaries,8550,226694,3661067,IV,Federal Tax Deposits,Classification,10,2022,4,2022,3,08,26
2022-08-25,Withheld Income and Employment Taxes,null,2578,212449,2834620,IV,Federal Tax Deposits,Classification,1,2022,4,2022,3,08,25
2022-08-25,Individual Income Taxes,null,336,6272,524545,IV,Federal Tax Deposits,Classification,2,2022,4,2022,3,08,25
2022-08-25,Railroad Retirement Taxes,null,33,340,5475,IV,Federal Tax Deposits,Classification,3,2022,4,2022,3,08,25
2022-08-25,Excise Taxes,null,639,5618,74705,IV,Federal Tax Deposits,Classification,4,2022,4,2022,3,08,25
2022-08-25,Corporation Income Taxes,null,85,4182,345577,IV,Federal Tax Deposits,Classification,5,2022,4,2022,3,08,25
2022-08-25,Federal Unemployment Taxes,null,1,619,7014,IV,Federal Tax Deposits,Classification,6,2022,4,2022,3,08,25
2022-08-25,Estate and Gift Taxes & Misc IRS Rcpts.,null,4,143,3940,IV,Federal Tax Deposits,Classification,7,2022,4,2022,3,08,25
2022-08-25,Cash Federal Tax Deposits,Direct,56,1849,30771,IV,Federal Tax Deposits,Classification,9,2022,4,2022,3,08,25
2022-08-25,Cash Federal Tax Deposits,Through Depositaries,3369,218144,3652517,IV,Federal Tax Deposits,Classification,10,2022,4,2022,3,08,25
2022-08-25,Inter-agency Transfers,null,251,9629,112588,IV,Federal Tax Deposits,Classification,12,2022,4,2022,3,08,25
2022-08-24,Withheld Income and Employment Taxes,null,9189,209871,2832042,IV,Federal Tax Deposits,Classification,1,2022,4,2022,3,08,24
2022-08-24,Individual Income Taxes,null,323,5936,524209,IV,Federal Tax Deposits,Classification,2,2022,4,2022,3,08,24
2022-08-24,Railroad Retirement Taxes,null,2,307,5442,IV,Federal Tax Deposits,Classification,3,2022,4,2022,3,08,24
2022-08-24,Excise Taxes,null,108,4979,74066,IV,Federal Tax Deposits,Classification,4,2022,4,2022,3,08,24
2022-08-24,Corporation Income Taxes,null,53,4097,345492,IV,Federal Tax Deposits,Classification,5,2022,4,2022,3,08,24
2022-08-24,Federal Unemployment Taxes,null,2,617,7013,IV,Federal Tax Deposits,Classification,6,2022,4,2022,3,08,24
2022-08-24,Estate and Gift Taxes & Misc IRS Rcpts.,null,2,139,3936,IV,Federal Tax Deposits,Classification,7,2022,4,2022,3,08,24
2022-08-24,Cash Federal Tax Deposits,Direct,40,1793,30715,IV,Federal Tax Deposits,Classification,9,2022,4,2022,3,08,24
2022-08-24,Cash Federal Tax Deposits,Through Depositaries,9627,214775,3649148,IV,Federal Tax Deposits,Classification,10,2022,4,2022,3,08,24
2022-08-24,Inter-agency Transfers,null,11,9378,112337,IV,Federal Tax Deposits,Classification,12,2022,4,2022,3,08,24
2022-08-23,Withheld Income and Employment Taxes,null,2581,200682,2822854,IV,Federal Tax Deposits,Classification,1,2022,4,2022,3,08,23
2022-08-23,Individual Income Taxes,null,312,5613,523886,IV,Federal Tax Deposits,Classification,2,2022,4,2022,3,08,23
2022-08-23,Railroad Retirement Taxes,null,2,305,5440,IV,Federal Tax Deposits,Classification,3,2022,4,2022,3,08,23
2022-08-23,Excise Taxes,null,66,4871,73958,IV,Federal Tax Deposits,Classification,4,2022,4,2022,3,08,23
2022-08-23,Corporation Income Taxes,null,61,4044,345439,IV,Federal Tax Deposits,Classification,5,2022,4,2022,3,08,23
2022-08-23,Federal Unemployment Taxes,null,1,616,7012,IV,Federal Tax Deposits,Classification,6,2022,4,2022,3,08,23
2022-08-23,Estate and Gift Taxes & Misc IRS Rcpts.,null,2,137,3934,IV,Federal Tax Deposits,Classification,7,2022,4,2022,3,08,23
2022-08-23,Cash Federal Tax Deposits,Direct,41,1753,30675,IV,Federal Tax Deposits,Classification,9,2022,4,2022,3,08,23
2022-08-23,Cash Federal Tax Deposits,Through Depositaries,2974,205148,3639522,IV,Federal Tax Deposits,Classification,10,2022,4,2022,3,08,23
2022-08-23,Inter-agency Transfers,null,10,9367,112326,IV,Federal Tax Deposits,Classification,12,2022,4,2022,3,08,23
2022-08-22,Withheld Income and Employment Taxes,null,22476,198102,2820273,IV,Federal Tax Deposits,Classification,1,2022,4,2022,3,08,22
2022-08-22,Individual Income Taxes,null,490,5301,523574,IV,Federal Tax Deposits,Classification,2,2022,4,2022,3,08,22
2022-08-22,Railroad Retirement Taxes,null,34,303,5438,IV,Federal Tax Deposits,Classification,3,2022,4,2022,3,08,22
2022-08-22,Excise Taxes,null,55,4804,73892,IV,Federal Tax Deposits,Classification,4,2022,4,2022,3,08,22
2022-08-22,Corporation Income Taxes,null,35,3984,345378,IV,Federal Tax Deposits,Classification,5,2022,4,2022,3,08,22
2022-08-22,Federal Unemployment Taxes,null,1,615,7010,IV,Federal Tax Deposits,Classification,6,2022,4,2022,3,08,22
2022-08-22,Estate and Gift Taxes & Misc IRS Rcpts.,null,2,135,3932,IV,Federal Tax Deposits,Classification,7,2022,4,2022,3,08,22
2022-08-22,Cash Federal Tax Deposits,Direct,26,1712,30634,IV,Federal Tax Deposits,Classification,9,2022,4,2022,3,08,22
2022-08-22,Cash Federal Tax Deposits,Through Depositaries,22262,202174,3636548,IV,Federal Tax Deposits,Classification,10,2022,4,2022,3,08,22
2022-08-22,Inter-agency Transfers,null,806,9357,112316,IV,Federal Tax Deposits,Classification,12,2022,4,2022,3,08,22
2022-08-19,Withheld Income and Employment Taxes,null,10704,175626,2797797,IV,Federal Tax Deposits,Classification,1,2022,4,2022,3,08,19
2022-08-19,Individual Income Taxes,null,267,4811,523084,IV,Federal Tax Deposits,Classification,2,2022,4,2022,3,08,19
2022-08-19,Railroad Retirement Taxes,null,16,268,5404,IV,Federal Tax Deposits,Classification,3,2022,4,2022,3,08,19
2022-08-19,Excise Taxes,null,71,4750,73837,IV,Federal Tax Deposits,Classification,4,2022,4,2022,3,08,19
2022-08-19,Corporation Income Taxes,null,188,3949,345343,IV,Federal Tax Deposits,Classification,5,2022,4,2022,3,08,19
2022-08-19,Federal Unemployment Taxes,null,1,613,7009,IV,Federal Tax Deposits,Classification,6,2022,4,2022,3,08,19
2022-08-19,Estate and Gift Taxes & Misc IRS Rcpts.,null,2,133,3930,IV,Federal Tax Deposits,Classification,7,2022,4,2022,3,08,19
2022-08-19,Cash Federal Tax Deposits,Direct,50,1686,30608,IV,Federal Tax Deposits,Classification,9,2022,4,2022,3,08,19
2022-08-19,Cash Federal Tax Deposits,Through Depositaries,10191,179912,3614286,IV,Federal Tax Deposits,Classification,10,2022,4,2022,3,08,19
2022-08-19,Inter-agency Transfers,null,1008,8551,111510,IV,Federal Tax Deposits,Classification,12,2022,4,2022,3,08,19
2022-08-18,Withheld Income and Employment Taxes,null,3277,164922,2787093,IV,Federal Tax Deposits,Classification,1,2022,4,2022,3,08,18
2022-08-18,Individual Income Taxes,null,288,4544,522816,IV,Federal Tax Deposits,Classification,2,2022,4,2022,3,08,18
2022-08-18,Railroad Retirement Taxes,null,1,252,5388,IV,Federal Tax Deposits,Classification,3,2022,4,2022,3,08,18
2022-08-18,Excise Taxes,null,35,4679,73766,IV,Federal Tax Deposits,Classification,4,2022,4,2022,3,08,18
2022-08-18,Corporation Income Taxes,null,80,3761,345155,IV,Federal Tax Deposits,Classification,5,2022,4,2022,3,08,18
2022-08-18,Federal Unemployment Taxes,null,1,612,7008,IV,Federal Tax Deposits,Classification,6,2022,4,2022,3,08,18
2022-08-18,Estate and Gift Taxes & Misc IRS Rcpts.,null,4,131,3928,IV,Federal Tax Deposits,Classification,7,2022,4,2022,3,08,18
2022-08-18,Cash Federal Tax Deposits,Direct,46,1635,30557,IV,Federal Tax Deposits,Classification,9,2022,4,2022,3,08,18
2022-08-18,Cash Federal Tax Deposits,Through Depositaries,3340,169722,3604095,IV,Federal Tax Deposits,Classification,10,2022,4,2022,3,08,18
2022-08-18,Inter-agency Transfers,null,299,7543,110502,IV,Federal Tax Deposits,Classification,12,2022,4,2022,3,08,18
2022-08-17,Withheld Income and Employment Taxes,null,10733,161645,2783816,IV,Federal Tax Deposits,Classification,1,2022,4,2022,3,08,17
2022-08-17,Individual Income Taxes,null,315,4256,522529,IV,Federal Tax Deposits,Classification,2,2022,4,2022,3,08,17
2022-08-17,Railroad Retirement Taxes,null,2,251,5387,IV,Federal Tax Deposits,Classification,3,2022,4,2022,3,08,17
2022-08-17,Excise Taxes,null,35,4644,73731,IV,Federal Tax Deposits,Classification,4,2022,4,2022,3,08,17
2022-08-17,Corporation Income Taxes,null,53,3680,345075,IV,Federal Tax Deposits,Classification,5,2022,4,2022,3,08,17
2022-08-17,Federal Unemployment Taxes,null,2,611,7007,IV,Federal Tax Deposits,Classification,6,2022,4,2022,3,08,17
2022-08-17,Estate and Gift Taxes & Misc IRS Rcpts.,null,3,128,3924,IV,Federal Tax Deposits,Classification,7,2022,4,2022,3,08,17
2022-08-17,Cash Federal Tax Deposits,Direct,48,1589,30511,IV,Federal Tax Deposits,Classification,9,2022,4,2022,3,08,17
2022-08-17,Cash Federal Tax Deposits,Through Depositaries,11048,166382,3600755,IV,Federal Tax Deposits,Classification,10,2022,4,2022,3,08,17
2022-08-17,Inter-agency Transfers,null,46,7244,110203,IV,Federal Tax Deposits,Classification,12,2022,4,2022,3,08,17
2022-08-16,Withheld Income and Employment Taxes,null,14095,150912,2773084,IV,Federal Tax Deposits,Classification,1,2022,4,2022,3,08,16
2022-08-16,Individual Income Taxes,null,383,3941,522214,IV,Federal Tax Deposits,Classification,2,2022,4,2022,3,08,16
2022-08-16,Railroad Retirement Taxes,null,12,249,5385,IV,Federal Tax Deposits,Classification,3,2022,4,2022,3,08,16
2022-08-16,Excise Taxes,null,42,4609,73697,IV,Federal Tax Deposits,Classification,4,2022,4,2022,3,08,16
2022-08-16,Corporation Income Taxes,null,119,3627,345022,IV,Federal Tax Deposits,Classification,5,2022,4,2022,3,08,16
2022-08-16,Federal Unemployment Taxes,null,1,609,7005,IV,Federal Tax Deposits,Classification,6,2022,4,2022,3,08,16
2022-08-16,Estate and Gift Taxes & Misc IRS Rcpts.,null,34,125,3922,IV,Federal Tax Deposits,Classification,7,2022,4,2022,3,08,16
2022-08-16,Cash Federal Tax Deposits,Direct,36,1541,30463,IV,Federal Tax Deposits,Classification,9,2022,4,2022,3,08,16
2022-08-16,Cash Federal Tax Deposits,Through Depositaries,14630,155334,3589707,IV,Federal Tax Deposits,Classification,10,2022,4,2022,3,08,16
2022-08-16,Inter-agency Transfers,null,21,7198,110157,IV,Federal Tax Deposits,Classification,12,2022,4,2022,3,08,16
2022-08-15,Withheld Income and Employment Taxes,null,21588,136817,2758988,IV,Federal Tax Deposits,Classification,1,2022,4,2022,3,08,15
2022-08-15,Individual Income Taxes,null,628,3558,521830,IV,Federal Tax Deposits,Classification,2,2022,4,2022,3,08,15
2022-08-15,Railroad Retirement Taxes,null,39,237,5373,IV,Federal Tax Deposits,Classification,3,2022,4,2022,3,08,15
2022-08-15,Excise Taxes,null,80,4567,73655,IV,Federal Tax Deposits,Classification,4,2022,4,2022,3,08,15
2022-08-15,Corporation Income Taxes,null,1959,3508,344902,IV,Federal Tax Deposits,Classification,5,2022,4,2022,3,08,15
2022-08-15,Federal Unemployment Taxes,null,2,608,7004,IV,Federal Tax Deposits,Classification,6,2022,4,2022,3,08,15
2022-08-15,Estate and Gift Taxes & Misc IRS Rcpts.,null,3,91,3888,IV,Federal Tax Deposits,Classification,7,2022,4,2022,3,08,15
2022-08-15,Cash Federal Tax Deposits,Direct,24,1505,30427,IV,Federal Tax Deposits,Classification,9,2022,4,2022,3,08,15
2022-08-15,Cash Federal Tax Deposits,Through Depositaries,24236,140704,3575078,IV,Federal Tax Deposits,Classification,10,2022,4,2022,3,08,15
2022-08-15,Inter-agency Transfers,null,39,7177,110136,IV,Federal Tax Deposits,Classification,12,2022,4,2022,3,08,15
2022-08-12,Withheld Income and Employment Taxes,null,7228,115229,2737400,IV,Federal Tax Deposits,Classification,1,2022,4,2022,3,08,12
2022-08-12,Individual Income Taxes,null,262,2930,521203,IV,Federal Tax Deposits,Classification,2,2022,4,2022,3,08,12
2022-08-12,Railroad Retirement Taxes,null,18,198,5334,IV,Federal Tax Deposits,Classification,3,2022,4,2022,3,08,12
2022-08-12,Excise Taxes,null,2155,4487,73575,IV,Federal Tax Deposits,Classification,4,2022,4,2022,3,08,12
2022-08-12,Corporation Income Taxes,null,451,1549,342943,IV,Federal Tax Deposits,Classification,5,2022,4,2022,3,08,12
2022-08-12,Federal Unemployment Taxes,null,2,606,7002,IV,Federal Tax Deposits,Classification,6,2022,4,2022,3,08,12
2022-08-12,Estate and Gift Taxes & Misc IRS Rcpts.,null,43,88,3885,IV,Federal Tax Deposits,Classification,7,2022,4,2022,3,08,12
2022-08-12,Cash Federal Tax Deposits,Direct,604,1481,30404,IV,Federal Tax Deposits,Classification,9,2022,4,2022,3,08,12
2022-08-12,Cash Federal Tax Deposits,Through Depositaries,8867,116468,3550841,IV,Federal Tax Deposits,Classification,10,2022,4,2022,3,08,12
2022-08-12,Inter-agency Transfers,null,687,7138,110096,IV,Federal Tax Deposits,Classification,12,2022,4,2022,3,08,12
2022-08-11,Withheld Income and Employment Taxes,null,3762,108001,2730172,IV,Federal Tax Deposits,Classification,1,2022,4,2022,3,08,11
2022-08-11,Individual Income Taxes,null,243,2668,520940,IV,Federal Tax Deposits,Classification,2,2022,4,2022,3,08,11
2022-08-11,Railroad Retirement Taxes,null,41,180,5316,IV,Federal Tax Deposits,Classification,3,2022,4,2022,3,08,11
2022-08-11,Excise Taxes,null,499,2332,71420,IV,Federal Tax Deposits,Classification,4,2022,4,2022,3,08,11
2022-08-11,Corporation Income Taxes,null,505,1098,342492,IV,Federal Tax Deposits,Classification,5,2022,4,2022,3,08,11
2022-08-11,Federal Unemployment Taxes,null,1,604,7000,IV,Federal Tax Deposits,Classification,6,2022,4,2022,3,08,11
2022-08-11,Estate and Gift Taxes & Misc IRS Rcpts.,null,8,45,3842,IV,Federal Tax Deposits,Classification,7,2022,4,2022,3,08,11
2022-08-11,Cash Federal Tax Deposits,Direct,146,877,29799,IV,Federal Tax Deposits,Classification,9,2022,4,2022,3,08,11
2022-08-11,Cash Federal Tax Deposits,Through Depositaries,4601,107601,3541974,IV,Federal Tax Deposits,Classification,10,2022,4,2022,3,08,11
2022-08-11,Inter-agency Transfers,null,315,6451,109409,IV,Federal Tax Deposits,Classification,12,2022,4,2022,3,08,11
2022-08-10,Withheld Income and Employment Taxes,null,9523,104238,2726410,IV,Federal Tax Deposits,Classification,1,2022,4,2022,3,08,10
2022-08-10,Individual Income Taxes,null,272,2424,520697,IV,Federal Tax Deposits,Classification,2,2022,4,2022,3,08,10
2022-08-10,Railroad Retirement Taxes,null,38,139,5275,IV,Federal Tax Deposits,Classification,3,2022,4,2022,3,08,10
2022-08-10,Excise Taxes,null,529,1833,70920,IV,Federal Tax Deposits,Classification,4,2022,4,2022,3,08,10
2022-08-10,Corporation Income Taxes,null,146,593,341987,IV,Federal Tax Deposits,Classification,5,2022,4,2022,3,08,10
2022-08-10,Federal Unemployment Taxes,null,2,603,6999,IV,Federal Tax Deposits,Classification,6,2022,4,2022,3,08,10
2022-08-10,Estate and Gift Taxes & Misc IRS Rcpts.,null,8,37,3834,IV,Federal Tax Deposits,Classification,7,2022,4,2022,3,08,10
2022-08-10,Cash Federal Tax Deposits,Direct,127,731,29653,IV,Federal Tax Deposits,Classification,9,2022,4,2022,3,08,10
2022-08-10,Cash Federal Tax Deposits,Through Depositaries,10378,103000,3537374,IV,Federal Tax Deposits,Classification,10,2022,4,2022,3,08,10
2022-08-10,Inter-agency Transfers,null,12,6136,109095,IV,Federal Tax Deposits,Classification,12,2022,4,2022,3,08,10
2022-08-09,Inter-agency Transfers,null,75,6124,109083,IV,Federal Tax Deposits,Classification,12,2022,4,2022,3,08,09
2022-08-09,Withheld Income and Employment Taxes,null,2272,94716,2716887,IV,Federal Tax Deposits,Classification,1,2022,4,2022,3,08,09
2022-08-09,Individual Income Taxes,null,284,2153,520425,IV,Federal Tax Deposits,Classification,2,2022,4,2022,3,08,09
2022-08-09,Railroad Retirement Taxes,null,2,102,5237,IV,Federal Tax Deposits,Classification,3,2022,4,2022,3,08,09
2022-08-09,Excise Taxes,null,135,1303,70391,IV,Federal Tax Deposits,Classification,4,2022,4,2022,3,08,09
2022-08-09,Corporation Income Taxes,null,52,446,341841,IV,Federal Tax Deposits,Classification,5,2022,4,2022,3,08,09
